_H:,$Image,$Subj,$Resp
_D:,trial_708.jpg,16,Right
_D:,trial_708.jpg,2,Right
_D:,trial_708.jpg,26,Right
_D:,trial_708.jpg,37,Right
_D:,trial_708.jpg,8,Right
_D:,trial_708.jpg,24,Right
_D:,trial_708.jpg,18,Right
_D:,trial_708.jpg,57,Right
_D:,trial_708.jpg,25,Right
_D:,trial_708.jpg,27,Right
_D:,trial_708.jpg,3,Right
_D:,trial_708.jpg,14,Right
_D:,trial_708.jpg,15,Right
_D:,trial_708.jpg,21,Right
_D:,trial_708.jpg,22,Right
_D:,trial_708.jpg,17,Right
_D:,trial_708.jpg,32,Right
_D:,trial_708.jpg,13,Right
_D:,trial_708.jpg,10,Right
_D:,trial_708.jpg,30,Right
_D:,trial_708.jpg,29,Right
_D:,trial_708.jpg,36,Right
_D:,trial_107.jpg,24,Right
_D:,trial_107.jpg,19,Right
_D:,trial_107.jpg,35,Right
_D:,trial_107.jpg,8,Right
_D:,trial_107.jpg,47,Right
_D:,trial_107.jpg,46,Right
_D:,trial_107.jpg,2,Right
_D:,trial_107.jpg,36,Right
_D:,trial_107.jpg,30,Right
_D:,trial_107.jpg,22,Right
_D:,trial_107.jpg,18,Right
_D:,trial_107.jpg,50,Right
_D:,trial_107.jpg,32,Right
_D:,trial_107.jpg,9,Right
_D:,trial_107.jpg,14,Right
_D:,trial_107.jpg,29,Right
_D:,trial_107.jpg,20,Right
_D:,trial_107.jpg,33,Right
_D:,trial_107.jpg,7,Right
_D:,trial_107.jpg,45,Right
_D:,trial_107.jpg,21,Right
_D:,trial_107.jpg,0,Right
_D:,trial_107.jpg,25,Right
_D:,trial_107.jpg,31,Right
_D:,trial_107.jpg,15,Right
_D:,trial_107.jpg,11,Right
_D:,trial_107.jpg,23,Right
_D:,trial_107.jpg,4,Right
_D:,trial_107.jpg,17,Right
_D:,trial_107.jpg,26,Right
_D:,trial_301.jpg,9,Right
_D:,trial_301.jpg,0,Right
_D:,trial_301.jpg,33,Left
_D:,trial_301.jpg,18,Right
_D:,trial_301.jpg,22,Left
_D:,trial_301.jpg,40,Right
_D:,trial_301.jpg,26,Right
_D:,trial_301.jpg,30,Right
_D:,trial_301.jpg,19,Left
_D:,trial_301.jpg,25,Right
_D:,trial_301.jpg,6,Right
_D:,trial_301.jpg,1,Right
_D:,trial_301.jpg,15,Right
_D:,trial_301.jpg,13,Right
_D:,trial_301.jpg,21,Right
_D:,trial_301.jpg,29,Right
_D:,trial_301.jpg,24,Right
_D:,trial_301.jpg,3,Right
_D:,trial_301.jpg,20,Left
_D:,trial_301.jpg,10,Left
_D:,trial_301.jpg,8,Right
_D:,trial_301.jpg,17,Right
_D:,trial_301.jpg,31,Left
_D:,trial_301.jpg,2,Left
_D:,trial_301.jpg,28,Left
_D:,trial_301.jpg,7,Left
_D:,trial_301.jpg,23,Left
_D:,trial_301.jpg,14,Right
_D:,trial_301.jpg,39,Left
_D:,trial_301.jpg,45,Right
_D:,trial_709.jpg,8,Right
_D:,trial_709.jpg,11,Right
_D:,trial_709.jpg,10,Right
_D:,trial_709.jpg,19,Right
_D:,trial_709.jpg,13,Right
_D:,trial_709.jpg,36,Right
_D:,trial_709.jpg,29,Left
_D:,trial_709.jpg,6,Right
_D:,trial_709.jpg,18,Right
_D:,trial_709.jpg,2,Right
_D:,trial_709.jpg,0,Right
_D:,trial_709.jpg,15,Left
_D:,trial_709.jpg,23,Right
_D:,trial_709.jpg,21,Right
_D:,trial_709.jpg,3,Left
_D:,trial_709.jpg,9,Right
_D:,trial_709.jpg,26,Right
_D:,trial_709.jpg,28,Right
_D:,trial_709.jpg,22,Left
_D:,trial_709.jpg,16,Left
_D:,trial_709.jpg,17,Right
_D:,trial_709.jpg,25,Left
_D:,trial_709.jpg,12,Right
_D:,trial_709.jpg,20,Right
_D:,trial_709.jpg,46,Left
_D:,trial_709.jpg,7,Left
_D:,trial_709.jpg,27,Left
_D:,trial_709.jpg,30,Right
_D:,trial_709.jpg,24,Right
_D:,trial_709.jpg,14,Right
_D:,trial_507.jpg,22,Right
_D:,trial_507.jpg,29,Right
_D:,trial_507.jpg,10,Left
_D:,trial_507.jpg,15,Right
_D:,trial_507.jpg,16,Left
_D:,trial_507.jpg,37,Left
_D:,trial_507.jpg,25,Right
_D:,trial_507.jpg,17,Left
_D:,trial_507.jpg,19,Left
_D:,trial_507.jpg,32,Right
_D:,trial_507.jpg,23,Right
_D:,trial_507.jpg,50,Left
_D:,trial_507.jpg,20,Right
_D:,trial_507.jpg,14,Right
_D:,trial_507.jpg,46,Left
_D:,trial_507.jpg,8,Right
_D:,trial_507.jpg,0,Right
_D:,trial_507.jpg,24,Left
_D:,trial_507.jpg,28,Left
_D:,trial_507.jpg,11,Right
_D:,trial_507.jpg,36,Right
_D:,trial_507.jpg,9,Left
_D:,trial_507.jpg,7,Right
_D:,trial_507.jpg,40,Right
_D:,trial_507.jpg,2,Left
_D:,trial_507.jpg,27,Left
_D:,trial_507.jpg,26,Right
_D:,trial_507.jpg,13,Right
_D:,trial_507.jpg,18,Left
_D:,trial_507.jpg,21,Right
_D:,trial_108.jpg,3,Right
_D:,trial_108.jpg,24,Right
_D:,trial_108.jpg,46,Right
_D:,trial_108.jpg,21,Right
_D:,trial_108.jpg,2,Right
_D:,trial_108.jpg,32,Right
_D:,trial_108.jpg,8,Right
_D:,trial_108.jpg,23,Right
_D:,trial_108.jpg,42,Left
_D:,trial_108.jpg,14,Right
_D:,trial_108.jpg,31,Right
_D:,trial_108.jpg,28,Right
_D:,trial_108.jpg,39,Right
_D:,trial_108.jpg,11,Right
_D:,trial_108.jpg,29,Right
_D:,trial_108.jpg,26,Right
_D:,trial_108.jpg,10,Right
_D:,trial_108.jpg,16,Right
_D:,trial_108.jpg,30,Right
_D:,trial_108.jpg,36,Left
_D:,trial_108.jpg,13,Left
_D:,trial_108.jpg,0,Right
_D:,trial_108.jpg,18,Right
_D:,trial_108.jpg,22,Right
_D:,trial_108.jpg,15,Right
_D:,trial_108.jpg,25,Right
_D:,trial_108.jpg,17,Right
_D:,trial_108.jpg,45,Right
_D:,trial_108.jpg,7,Right
_D:,trial_108.jpg,19,Right
_D:,trial_302.jpg,8,Left
_D:,trial_302.jpg,22,Left
_D:,trial_302.jpg,14,Left
_D:,trial_302.jpg,2,Left
_D:,trial_302.jpg,46,Left
_D:,trial_302.jpg,31,Left
_D:,trial_302.jpg,13,Left
_D:,trial_302.jpg,17,Left
_D:,trial_302.jpg,20,Left
_D:,trial_302.jpg,26,Left
_D:,trial_302.jpg,27,Left
_D:,trial_302.jpg,0,Left
_D:,trial_302.jpg,16,Left
_D:,trial_302.jpg,10,Left
_D:,trial_302.jpg,35,Right
_D:,trial_302.jpg,36,Left
_D:,trial_302.jpg,19,Left
_D:,trial_302.jpg,3,Left
_D:,trial_302.jpg,18,Left
_D:,trial_302.jpg,7,Left
_D:,trial_302.jpg,21,Left
_D:,trial_302.jpg,11,Left
_D:,trial_302.jpg,25,Left
_D:,trial_302.jpg,33,Left
_D:,trial_302.jpg,28,Left
_D:,trial_302.jpg,29,Left
_D:,trial_302.jpg,32,Left
_D:,trial_302.jpg,23,Left
_D:,trial_302.jpg,50,Left
_D:,trial_302.jpg,24,Left
_D:,trial_710.jpg,7,Right
_D:,trial_710.jpg,25,Right
_D:,trial_710.jpg,14,Right
_D:,trial_710.jpg,17,Left
_D:,trial_710.jpg,45,Right
_D:,trial_710.jpg,21,Right
_D:,trial_710.jpg,16,Right
_D:,trial_710.jpg,27,Left
_D:,trial_710.jpg,28,Right
_D:,trial_710.jpg,24,Right
_D:,trial_710.jpg,20,Right
_D:,trial_710.jpg,32,Right
_D:,trial_710.jpg,0,Left
_D:,trial_710.jpg,10,Left
_D:,trial_710.jpg,29,Right
_D:,trial_710.jpg,46,Right
_D:,trial_710.jpg,11,Right
_D:,trial_710.jpg,19,Right
_D:,trial_710.jpg,33,Left
_D:,trial_710.jpg,18,Left
_D:,trial_710.jpg,22,Left
_D:,trial_710.jpg,3,Left
_D:,trial_710.jpg,4,Right
_D:,trial_710.jpg,15,Right
_D:,trial_710.jpg,30,Right
_D:,trial_710.jpg,26,Right
_D:,trial_710.jpg,23,Right
_D:,trial_710.jpg,8,Right
_D:,trial_710.jpg,36,Right
_D:,trial_710.jpg,13,Left
_D:,trial_508.jpg,7,Left
_D:,trial_508.jpg,24,Left
_D:,trial_508.jpg,20,Left
_D:,trial_508.jpg,8,Left
_D:,trial_508.jpg,30,Left
_D:,trial_508.jpg,32,Right
_D:,trial_508.jpg,22,Left
_D:,trial_508.jpg,16,Left
_D:,trial_508.jpg,0,Left
_D:,trial_508.jpg,33,Left
_D:,trial_508.jpg,23,Left
_D:,trial_508.jpg,40,Left
_D:,trial_508.jpg,15,Left
_D:,trial_508.jpg,14,Left
_D:,trial_508.jpg,46,Left
_D:,trial_508.jpg,31,Left
_D:,trial_508.jpg,29,Left
_D:,trial_508.jpg,9,Left
_D:,trial_508.jpg,13,Left
_D:,trial_508.jpg,25,Left
_D:,trial_508.jpg,6,Left
_D:,trial_508.jpg,28,Left
_D:,trial_508.jpg,2,Left
_D:,trial_508.jpg,3,Left
_D:,trial_508.jpg,37,Left
_D:,trial_508.jpg,10,Right
_D:,trial_508.jpg,18,Left
_D:,trial_508.jpg,26,Left
_D:,trial_508.jpg,21,Left
_D:,trial_508.jpg,17,Left
_D:,trial_109.jpg,27,Left
_D:,trial_109.jpg,25,Left
_D:,trial_109.jpg,13,Left
_D:,trial_109.jpg,19,Left
_D:,trial_109.jpg,17,Left
_D:,trial_109.jpg,34,Left
_D:,trial_109.jpg,28,Left
_D:,trial_109.jpg,20,Left
_D:,trial_109.jpg,3,Right
_D:,trial_109.jpg,32,Left
_D:,trial_109.jpg,46,Left
_D:,trial_109.jpg,18,Right
_D:,trial_109.jpg,21,Left
_D:,trial_109.jpg,24,Left
_D:,trial_109.jpg,42,Left
_D:,trial_109.jpg,26,Left
_D:,trial_109.jpg,31,Left
_D:,trial_109.jpg,14,Right
_D:,trial_109.jpg,22,Left
_D:,trial_109.jpg,0,Right
_D:,trial_109.jpg,2,Right
_D:,trial_109.jpg,23,Right
_D:,trial_109.jpg,29,Left
_D:,trial_109.jpg,15,Left
_D:,trial_109.jpg,47,Left
_D:,trial_109.jpg,8,Left
_D:,trial_109.jpg,33,Left
_D:,trial_109.jpg,7,Left
_D:,trial_109.jpg,6,Left
_D:,trial_109.jpg,9,Left
_D:,trial_509.jpg,29,Right
_D:,trial_509.jpg,32,Left
_D:,trial_509.jpg,0,Right
_D:,trial_509.jpg,7,Right
_D:,trial_509.jpg,8,Right
_D:,trial_509.jpg,14,Right
_D:,trial_509.jpg,23,Right
_D:,trial_509.jpg,20,Right
_D:,trial_509.jpg,30,Right
_D:,trial_509.jpg,18,Right
_D:,trial_509.jpg,2,Right
_D:,trial_509.jpg,15,Right
_D:,trial_509.jpg,46,Right
_D:,trial_509.jpg,25,Right
_D:,trial_509.jpg,24,Right
_D:,trial_509.jpg,31,Right
_D:,trial_509.jpg,16,Right
_D:,trial_509.jpg,11,Right
_D:,trial_509.jpg,17,Right
_D:,trial_509.jpg,3,Right
_D:,trial_509.jpg,27,Right
_D:,trial_509.jpg,28,Right
_D:,trial_509.jpg,36,Right
_D:,trial_509.jpg,21,Right
_D:,trial_509.jpg,55,Right
_D:,trial_509.jpg,22,Right
_D:,trial_509.jpg,10,Right
_D:,trial_509.jpg,9,Right
_D:,trial_509.jpg,13,Right
_D:,trial_509.jpg,26,Right
_D:,trial_711.jpg,32,Right
_D:,trial_711.jpg,14,Left
_D:,trial_711.jpg,27,Right
_D:,trial_711.jpg,18,Right
_D:,trial_711.jpg,8,Right
_D:,trial_711.jpg,10,Right
_D:,trial_711.jpg,21,Right
_D:,trial_711.jpg,25,Right
_D:,trial_711.jpg,33,Right
_D:,trial_711.jpg,15,Right
_D:,trial_711.jpg,22,Right
_D:,trial_711.jpg,23,Left
_D:,trial_711.jpg,19,Right
_D:,trial_711.jpg,46,Right
_D:,trial_711.jpg,16,Right
_D:,trial_711.jpg,28,Right
_D:,trial_711.jpg,24,Left
_D:,trial_711.jpg,30,Right
_D:,trial_711.jpg,29,Right
_D:,trial_711.jpg,9,Right
_D:,trial_711.jpg,0,Right
_D:,trial_711.jpg,26,Right
_D:,trial_711.jpg,2,Right
_D:,trial_711.jpg,17,Right
_D:,trial_711.jpg,7,Right
_D:,trial_711.jpg,36,Right
_D:,trial_711.jpg,31,Right
_D:,trial_711.jpg,11,Right
_D:,trial_711.jpg,1,Right
_D:,trial_711.jpg,13,Right
_D:,trial_303.jpg,14,Left
_D:,trial_303.jpg,30,Left
_D:,trial_303.jpg,24,Left
_D:,trial_303.jpg,26,Left
_D:,trial_303.jpg,15,Left
_D:,trial_303.jpg,37,Left
_D:,trial_303.jpg,1,Left
_D:,trial_303.jpg,25,Left
_D:,trial_303.jpg,44,Left
_D:,trial_303.jpg,29,Left
_D:,trial_303.jpg,23,Right
_D:,trial_303.jpg,46,Left
_D:,trial_303.jpg,20,Left
_D:,trial_303.jpg,41,Left
_D:,trial_303.jpg,21,Left
_D:,trial_303.jpg,55,Left
_D:,trial_303.jpg,8,Left
_D:,trial_303.jpg,17,Left
_D:,trial_303.jpg,32,Left
_D:,trial_303.jpg,45,Left
_D:,trial_303.jpg,18,Left
_D:,trial_303.jpg,9,Left
_D:,trial_303.jpg,10,Left
_D:,trial_303.jpg,0,Right
_D:,trial_303.jpg,7,Left
_D:,trial_303.jpg,28,Left
_D:,trial_303.jpg,22,Left
_D:,trial_303.jpg,3,Left
_D:,trial_303.jpg,13,Left
_D:,trial_303.jpg,40,Left
_D:,trial_110.jpg,23,Left
_D:,trial_110.jpg,29,Left
_D:,trial_110.jpg,16,Right
_D:,trial_110.jpg,11,Left
_D:,trial_110.jpg,24,Left
_D:,trial_110.jpg,28,Right
_D:,trial_110.jpg,44,Right
_D:,trial_110.jpg,30,Left
_D:,trial_110.jpg,7,Right
_D:,trial_110.jpg,8,Left
_D:,trial_110.jpg,35,Left
_D:,trial_110.jpg,5,Right
_D:,trial_110.jpg,21,Left
_D:,trial_110.jpg,2,Right
_D:,trial_110.jpg,13,Left
_D:,trial_110.jpg,26,Left
_D:,trial_110.jpg,0,Left
_D:,trial_110.jpg,20,Right
_D:,trial_110.jpg,49,Left
_D:,trial_110.jpg,22,Left
_D:,trial_110.jpg,52,Left
_D:,trial_110.jpg,9,Right
_D:,trial_110.jpg,4,Right
_D:,trial_110.jpg,31,Left
_D:,trial_110.jpg,14,Left
_D:,trial_110.jpg,25,Right
_D:,trial_110.jpg,18,Right
_D:,trial_110.jpg,3,Left
_D:,trial_110.jpg,15,Left
_D:,trial_110.jpg,17,Left
_D:,trial_304.jpg,34,Left
_D:,trial_304.jpg,28,Left
_D:,trial_304.jpg,37,Left
_D:,trial_304.jpg,19,Left
_D:,trial_304.jpg,26,Left
_D:,trial_304.jpg,14,Left
_D:,trial_304.jpg,17,Right
_D:,trial_304.jpg,20,Left
_D:,trial_304.jpg,21,Left
_D:,trial_304.jpg,11,Left
_D:,trial_304.jpg,10,Left
_D:,trial_304.jpg,31,Left
_D:,trial_304.jpg,27,Left
_D:,trial_304.jpg,15,Left
_D:,trial_304.jpg,0,Left
_D:,trial_304.jpg,32,Left
_D:,trial_304.jpg,24,Left
_D:,trial_304.jpg,16,Left
_D:,trial_304.jpg,46,Left
_D:,trial_304.jpg,8,Left
_D:,trial_304.jpg,13,Left
_D:,trial_304.jpg,7,Left
_D:,trial_304.jpg,33,Left
_D:,trial_304.jpg,25,Left
_D:,trial_304.jpg,23,Left
_D:,trial_304.jpg,67,Left
_D:,trial_304.jpg,22,Left
_D:,trial_304.jpg,18,Left
_D:,trial_304.jpg,29,Left
_D:,trial_304.jpg,36,Left
_D:,trial_111.jpg,52,Left
_D:,trial_111.jpg,17,Left
_D:,trial_111.jpg,32,Left
_D:,trial_111.jpg,39,Left
_D:,trial_111.jpg,30,Left
_D:,trial_111.jpg,2,Left
_D:,trial_111.jpg,24,Left
_D:,trial_111.jpg,21,Left
_D:,trial_111.jpg,47,Left
_D:,trial_111.jpg,29,Left
_D:,trial_111.jpg,8,Left
_D:,trial_111.jpg,27,Left
_D:,trial_111.jpg,18,Right
_D:,trial_111.jpg,0,Left
_D:,trial_111.jpg,26,Right
_D:,trial_111.jpg,15,Right
_D:,trial_111.jpg,13,Left
_D:,trial_111.jpg,23,Left
_D:,trial_111.jpg,36,Left
_D:,trial_111.jpg,25,Right
_D:,trial_111.jpg,3,Left
_D:,trial_111.jpg,59,Left
_D:,trial_111.jpg,22,Left
_D:,trial_111.jpg,19,Left
_D:,trial_111.jpg,49,Right
_D:,trial_111.jpg,6,Right
_D:,trial_111.jpg,10,Left
_D:,trial_111.jpg,28,Right
_D:,trial_111.jpg,7,Left
_D:,trial_111.jpg,14,Left
_D:,trial_712.jpg,2,Right
_D:,trial_712.jpg,0,Right
_D:,trial_712.jpg,33,Right
_D:,trial_712.jpg,11,Right
_D:,trial_712.jpg,7,Right
_D:,trial_712.jpg,23,Right
_D:,trial_712.jpg,18,Right
_D:,trial_712.jpg,28,Right
_D:,trial_712.jpg,1,Right
_D:,trial_712.jpg,22,Right
_D:,trial_712.jpg,10,Right
_D:,trial_712.jpg,32,Right
_D:,trial_712.jpg,14,Right
_D:,trial_712.jpg,24,Right
_D:,trial_712.jpg,36,Right
_D:,trial_712.jpg,30,Right
_D:,trial_712.jpg,3,Right
_D:,trial_712.jpg,21,Right
_D:,trial_712.jpg,25,Right
_D:,trial_712.jpg,16,Right
_D:,trial_712.jpg,29,Right
_D:,trial_712.jpg,19,Right
_D:,trial_712.jpg,26,Right
_D:,trial_712.jpg,27,Right
_D:,trial_712.jpg,20,Right
_D:,trial_712.jpg,8,Right
_D:,trial_712.jpg,17,Right
_D:,trial_712.jpg,13,Right
_D:,trial_712.jpg,41,Right
_D:,trial_712.jpg,46,Right
_D:,trial_305.jpg,25,Left
_D:,trial_305.jpg,27,Left
_D:,trial_305.jpg,46,Right
_D:,trial_305.jpg,40,Left
_D:,trial_305.jpg,26,Right
_D:,trial_305.jpg,5,Left
_D:,trial_305.jpg,32,Right
_D:,trial_305.jpg,2,Left
_D:,trial_305.jpg,1,Left
_D:,trial_305.jpg,6,Left
_D:,trial_305.jpg,17,Left
_D:,trial_305.jpg,33,Right
_D:,trial_305.jpg,24,Right
_D:,trial_305.jpg,9,Left
_D:,trial_305.jpg,0,Left
_D:,trial_305.jpg,20,Left
_D:,trial_305.jpg,16,Left
_D:,trial_305.jpg,22,Right
_D:,trial_305.jpg,23,Left
_D:,trial_305.jpg,13,Left
_D:,trial_305.jpg,8,Left
_D:,trial_305.jpg,18,Left
_D:,trial_305.jpg,3,Left
_D:,trial_305.jpg,31,Left
_D:,trial_305.jpg,29,Left
_D:,trial_305.jpg,7,Left
_D:,trial_305.jpg,15,Left
_D:,trial_305.jpg,28,Left
_D:,trial_305.jpg,21,Left
_D:,trial_305.jpg,14,Left
_D:,trial_112.jpg,46,Left
_D:,trial_112.jpg,15,Left
_D:,trial_112.jpg,26,Right
_D:,trial_112.jpg,13,Left
_D:,trial_112.jpg,29,Left
_D:,trial_112.jpg,40,Left
_D:,trial_112.jpg,24,Left
_D:,trial_112.jpg,20,Left
_D:,trial_112.jpg,28,Left
_D:,trial_112.jpg,32,Left
_D:,trial_112.jpg,7,Left
_D:,trial_112.jpg,30,Left
_D:,trial_112.jpg,37,Left
_D:,trial_112.jpg,0,Left
_D:,trial_112.jpg,6,Left
_D:,trial_112.jpg,23,Left
_D:,trial_112.jpg,19,Left
_D:,trial_112.jpg,18,Left
_D:,trial_112.jpg,10,Left
_D:,trial_112.jpg,55,Left
_D:,trial_112.jpg,2,Left
_D:,trial_112.jpg,16,Left
_D:,trial_112.jpg,25,Left
_D:,trial_112.jpg,14,Left
_D:,trial_112.jpg,21,Right
_D:,trial_112.jpg,27,Left
_D:,trial_112.jpg,17,Left
_D:,trial_112.jpg,9,Left
_D:,trial_112.jpg,8,Left
_D:,trial_112.jpg,11,Left
_D:,trial_510.jpg,25,Left
_D:,trial_510.jpg,27,Left
_D:,trial_510.jpg,8,Left
_D:,trial_510.jpg,21,Left
_D:,trial_510.jpg,46,Right
_D:,trial_510.jpg,3,Right
_D:,trial_510.jpg,47,Left
_D:,trial_510.jpg,11,Right
_D:,trial_510.jpg,22,Left
_D:,trial_510.jpg,23,Right
_D:,trial_510.jpg,7,Left
_D:,trial_510.jpg,33,Left
_D:,trial_510.jpg,9,Left
_D:,trial_510.jpg,17,Left
_D:,trial_510.jpg,24,Left
_D:,trial_510.jpg,28,Left
_D:,trial_510.jpg,16,Right
_D:,trial_510.jpg,29,Left
_D:,trial_510.jpg,14,Left
_D:,trial_510.jpg,26,Right
_D:,trial_510.jpg,36,Left
_D:,trial_510.jpg,18,Left
_D:,trial_510.jpg,19,Left
_D:,trial_510.jpg,34,Right
_D:,trial_510.jpg,37,Left
_D:,trial_510.jpg,13,Left
_D:,trial_510.jpg,0,Left
_D:,trial_510.jpg,32,Right
_D:,trial_510.jpg,10,Left
_D:,trial_510.jpg,15,Left
_D:,trial_713.jpg,20,Right
_D:,trial_713.jpg,36,Right
_D:,trial_713.jpg,16,Right
_D:,trial_713.jpg,8,Right
_D:,trial_713.jpg,46,Right
_D:,trial_713.jpg,29,Right
_D:,trial_713.jpg,41,Right
_D:,trial_713.jpg,14,Right
_D:,trial_713.jpg,32,Right
_D:,trial_713.jpg,25,Right
_D:,trial_713.jpg,22,Right
_D:,trial_713.jpg,7,Right
_D:,trial_713.jpg,0,Right
_D:,trial_713.jpg,30,Right
_D:,trial_713.jpg,15,Right
_D:,trial_713.jpg,4,Right
_D:,trial_713.jpg,19,Right
_D:,trial_713.jpg,21,Right
_D:,trial_713.jpg,11,Left
_D:,trial_713.jpg,18,Right
_D:,trial_713.jpg,17,Right
_D:,trial_713.jpg,3,Right
_D:,trial_713.jpg,10,Right
_D:,trial_713.jpg,24,Right
_D:,trial_713.jpg,26,Right
_D:,trial_713.jpg,34,Left
_D:,trial_713.jpg,28,Right
_D:,trial_713.jpg,13,Right
_D:,trial_713.jpg,27,Right
_D:,trial_713.jpg,23,Right
_D:,trial_113.jpg,0,Right
_D:,trial_113.jpg,22,Right
_D:,trial_113.jpg,18,Right
_D:,trial_113.jpg,50,Right
_D:,trial_113.jpg,10,Right
_D:,trial_113.jpg,20,Right
_D:,trial_113.jpg,7,Right
_D:,trial_113.jpg,26,Left
_D:,trial_113.jpg,21,Right
_D:,trial_113.jpg,24,Right
_D:,trial_113.jpg,25,Right
_D:,trial_113.jpg,28,Right
_D:,trial_113.jpg,15,Right
_D:,trial_113.jpg,17,Right
_D:,trial_113.jpg,1,Right
_D:,trial_113.jpg,27,Right
_D:,trial_113.jpg,36,Right
_D:,trial_113.jpg,34,Right
_D:,trial_113.jpg,44,Right
_D:,trial_113.jpg,29,Right
_D:,trial_113.jpg,23,Right
_D:,trial_113.jpg,39,Right
_D:,trial_113.jpg,5,Right
_D:,trial_113.jpg,8,Right
_D:,trial_113.jpg,13,Right
_D:,trial_113.jpg,19,Right
_D:,trial_113.jpg,4,Right
_D:,trial_113.jpg,16,Left
_D:,trial_113.jpg,14,Right
_D:,trial_113.jpg,2,Right
_D:,trial_306.jpg,27,Left
_D:,trial_306.jpg,15,Left
_D:,trial_306.jpg,2,Left
_D:,trial_306.jpg,26,Left
_D:,trial_306.jpg,13,Left
_D:,trial_306.jpg,22,Left
_D:,trial_306.jpg,28,Right
_D:,trial_306.jpg,25,Left
_D:,trial_306.jpg,5,Left
_D:,trial_306.jpg,21,Left
_D:,trial_306.jpg,0,Left
_D:,trial_306.jpg,19,Left
_D:,trial_306.jpg,12,Left
_D:,trial_306.jpg,36,Left
_D:,trial_306.jpg,29,Left
_D:,trial_306.jpg,24,Left
_D:,trial_306.jpg,14,Left
_D:,trial_306.jpg,40,Left
_D:,trial_306.jpg,30,Left
_D:,trial_306.jpg,31,Left
_D:,trial_306.jpg,20,Left
_D:,trial_306.jpg,37,Left
_D:,trial_306.jpg,11,Left
_D:,trial_306.jpg,17,Left
_D:,trial_306.jpg,33,Left
_D:,trial_306.jpg,23,Left
_D:,trial_306.jpg,16,Left
_D:,trial_306.jpg,7,Left
_D:,trial_306.jpg,8,Right
_D:,trial_306.jpg,18,Left
_D:,trial_114.jpg,14,Left
_D:,trial_114.jpg,3,Left
_D:,trial_114.jpg,32,Left
_D:,trial_114.jpg,15,Left
_D:,trial_114.jpg,36,Left
_D:,trial_114.jpg,25,Left
_D:,trial_114.jpg,44,Left
_D:,trial_114.jpg,21,Left
_D:,trial_114.jpg,17,Left
_D:,trial_114.jpg,11,Left
_D:,trial_114.jpg,37,Right
_D:,trial_114.jpg,30,Left
_D:,trial_114.jpg,22,Left
_D:,trial_114.jpg,7,Left
_D:,trial_114.jpg,24,Left
_D:,trial_114.jpg,16,Left
_D:,trial_114.jpg,18,Left
_D:,trial_114.jpg,5,Left
_D:,trial_114.jpg,46,Left
_D:,trial_114.jpg,10,Left
_D:,trial_114.jpg,19,Left
_D:,trial_114.jpg,0,Left
_D:,trial_114.jpg,8,Left
_D:,trial_114.jpg,26,Left
_D:,trial_114.jpg,13,Right
_D:,trial_114.jpg,27,Left
_D:,trial_114.jpg,23,Left
_D:,trial_114.jpg,2,Left
_D:,trial_114.jpg,28,Left
_D:,trial_114.jpg,29,Left
_D:,trial_307.jpg,13,Right
_D:,trial_307.jpg,40,Right
_D:,trial_307.jpg,39,Right
_D:,trial_307.jpg,29,Right
_D:,trial_307.jpg,0,Right
_D:,trial_307.jpg,24,Right
_D:,trial_307.jpg,56,Right
_D:,trial_307.jpg,19,Right
_D:,trial_307.jpg,32,Right
_D:,trial_307.jpg,16,Right
_D:,trial_307.jpg,18,Right
_D:,trial_307.jpg,33,Right
_D:,trial_307.jpg,26,Right
_D:,trial_307.jpg,35,Left
_D:,trial_307.jpg,8,Right
_D:,trial_307.jpg,36,Right
_D:,trial_307.jpg,28,Right
_D:,trial_307.jpg,20,Right
_D:,trial_307.jpg,46,Right
_D:,trial_307.jpg,14,Right
_D:,trial_307.jpg,25,Right
_D:,trial_307.jpg,27,Right
_D:,trial_307.jpg,23,Right
_D:,trial_307.jpg,11,Right
_D:,trial_307.jpg,22,Right
_D:,trial_307.jpg,21,Right
_D:,trial_307.jpg,7,Right
_D:,trial_307.jpg,3,Right
_D:,trial_307.jpg,41,Right
_D:,trial_307.jpg,17,Right
_D:,trial_511.jpg,15,Left
_D:,trial_511.jpg,28,Right
_D:,trial_511.jpg,14,Left
_D:,trial_511.jpg,3,Right
_D:,trial_511.jpg,7,Left
_D:,trial_511.jpg,8,Right
_D:,trial_511.jpg,46,Right
_D:,trial_511.jpg,24,Right
_D:,trial_511.jpg,17,Left
_D:,trial_511.jpg,20,Left
_D:,trial_511.jpg,26,Left
_D:,trial_511.jpg,22,Left
_D:,trial_511.jpg,2,Right
_D:,trial_511.jpg,32,Right
_D:,trial_511.jpg,18,Left
_D:,trial_511.jpg,0,Left
_D:,trial_511.jpg,29,Left
_D:,trial_511.jpg,23,Right
_D:,trial_511.jpg,25,Right
_D:,trial_511.jpg,9,Left
_D:,trial_511.jpg,36,Left
_D:,trial_511.jpg,11,Left
_D:,trial_511.jpg,40,Left
_D:,trial_511.jpg,30,Right
_D:,trial_511.jpg,19,Left
_D:,trial_511.jpg,10,Left
_D:,trial_511.jpg,33,Left
_D:,trial_511.jpg,13,Right
_D:,trial_511.jpg,21,Right
_D:,trial_511.jpg,31,Left
_D:,trial_714.jpg,25,Right
_D:,trial_714.jpg,15,Left
_D:,trial_714.jpg,23,Left
_D:,trial_714.jpg,10,Left
